Title,Category,Description,Unit,Contact,Owner,Website,Affiliation,Status,Fee
Data Science and Research Software Engineering,"[""Processing; Analysis""]","The Quantitative Biomedical Research Center can assist with: Software design, implementation, optimization, refactoring, and maintenance: Every phase of the software development life cycle from pre-publication to post-publication; Cloud computing: From budgeting for grant applications to implementing, securing, and maintaining infrastructure as code; Data management: Storage and sharing of large ‘omics data sets; Data visualization: Interactive dashboards using R Shiny and other tools; Software package management: Containers or Conda packages for your software tools to facilitate distribution; Customized Analysis Pipeline Construction: Leveraging the Center's Cloud Native Application Platform (CNAP), this customized solution offers fast deployment, easy dissemination, and the ability to process large data volume in a secure and highly reproducible environment; Many other areas of scientific computing: HPC, web development, etc.",Quantitative Biomedical Research Center,qbrc@hsph.harvard.edu,Quantitative Biomedical Research Center,https://www.hsph.harvard.edu/qbrc/services/,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students""]",$145/hr
Data Science and Research Computing Facilitation,"[""Processing; Analysis""]","We provide short-term support (up to 3 hours per week) and regularly offered trainings on the following: Research project planning: study design and tools; Research data organization: sharing and secure storage; Research data processing / cleaning; Research programming (e.g., R, Python, Stata, SAS, SPSS, Matlab); Research code organization (e.g., Git, GitHub); Selection and interpretation of statistical methods; Research data visualization; Using high performance computing (e.g., RCE, AWS). Limitations: Please note, we do not provide support for coursework, dual purpose research (i.e., coursework that informs a publication), or consulting research/work.",Faculty of Arts and Sciences Research Computing,rchelp@rc.fas.harvard.edu,FASRC,https://www.rc.fas.harvard.edu/services/data-science-research-facilitation/,"[""FAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",None
Data Science and Research Computing Facilitation,"[""Processing; Analysis""]","We provide short-term support (up to 3 hours per publication) and regularly offered workshops on the following: Research project planning: study design and tools; Research data organization: sharing and secure storage; Research data processing / cleaning; Research programming (e.g., R, Python, Stata, SAS, SPSS, Matlab); Research code organization (e.g., Git, GitHub); Selection and interpretation of statistical methods; Research data visualization; Using high performance computing (e.g., RCE, AWS). Limitations: Please note, we do not provide support for coursework, dual purpose research (i.e., coursework that informs a publication), or consulting research/work.",Institute of Quantitative Social Science,Contact Steve Worthington at help@iq.harvard.edu,IQSS,,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",None
Data Science and Research Computing Facilitation,"[""Processing; Analysis""]","IQSS provides two services for draft papers prior to them becoming public, via the Alexander and Diviya Magaro Peer Pre-Review Program which includes: A detailed, constructive, anonymous peer review by a leading outside scholar incented to participate, with extremely fast turnaround (probably a few weeks) and a full empirical replication by our internal team.",Institute of Quantitative Social Science,Contact Steve Worthington at help@iq.harvard.edu,IQSS,https://www.iq.harvard.edu/data-science-services,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty""]",None
Data Science and Research Computing Facilitation,"[""Processing; Analysis""]",HBS provides short-term support (up to 2 hours per project) on topics realted to data processing and analysis.,Harvard Business School Research Computing,Contact Bob Freeman at research@hbs.edu,HMSRC,https://inside.hbs.edu/Departments/rcs/Pages/default.aspx,"[""HBS""]","[""Faculty; Staff; Graduate Students""]",None
Data Science and Research Computing Facilitation,"[""Processing; Analysis; Software Curation""]","Extended support over the lifecycle of a research project by embedding a data science specialist in your research team. We can design and implement a data analysis pipeline for many stages of your research project, and/or develop a prototype of your research focused software tool. Specifically, we can help with the following:",Harvard Business School Research Computing,Contact Bob Freeman at research@hbs.edu,HMSRC,https://inside.hbs.edu/Departments/rcs/Pages/default.aspx,"[""HBS""]","[""Faculty; Staff; Graduate Students""]",$40/hr
Data Science and Research Computing Facilitation,"[""Processing; Analysis""]","Data Science Workshops (R, Python, NLP, Unix, OpenRefine, Version Control)",Harvard Business School Research Computing,Contact Bob Freeman at research@hbs.edu,HMSRC,https://inside.hbs.edu/Departments/rcs/Pages/default.aspx,"[""HBS""]","[""Faculty; Staff; Graduate Students""]",Free
Research Computing Consultation,"[""Processing; Analysis""]","Research Computing Consultants (RCCs) have computational experience as well as scientific training and provide facilitation to a wide range of activities.  This allows them to work closely with researchers, understanding the scientific needs of their problems, and offer appropriate advice.RCC consultations range from quick answers to deeper engagements that may involve multiple meetings over a few months. RCCs can also write small scripts to help in the data analysis or pipeline building, a level of engagement that might result in an acknowledgement in an article.  When possible, RCCs – via workshops or 1-on-1 consultations– help researchers gain the skills to do these tasks independently.",Harvard Medical School Research Computing,Contact Amir Karger at rchelp@hms.harvard.edu,HMSRC,,"[""HMS; HSDM; HSPH""]","[""Faculty; Staff; Graduate Students""]",TBD
RDM Consulting,"[""Research Data Management""]","The Research Data Management (RDM) team promotes research data management best practices and performs outreach, consultations, and trainings to help researchers manage research data throughout the lifecycle. The RDM team collaborates with other HMS IT groups to maintain documentation for research data management and HMS storage offerings, and to provide access to self-service storage usage tools to help on-Quad groups manage short and long-term data storage and management needs.",Harvard Medical School Research Computing,Contact Jessica Pierce at rdmhelp@hms.harvard.edu,HMSRC,,"[""HMS; HSDM; HSPH""]","[""Faculty; Staff; Graduate Students""]",TBD
Research Data Storage,"[""Storage""]","Research Data Storage provides large-scale networked attached access to research data from a variety of endpoints: compute cluster, instrument workstations, laptops, etc. Various storage types are typically designed for specific I/O (literally data in/out) needs that stems from raw data collection, data processing and analysis, data transfer and sharing, data preservation and archiving. These storage types usually have different data retention and replication policies as well. 

FASRC offers 4 Tiers of storage to support a variety of needs.",Faculty of Arts and Sciences Research Computing,Contact Brian White at rchelp@rc.fas.harvard.edu,FASRC,https://docs.rc.fas.harvard.edu/kb/cluster-storage/,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",TBD
Research Data Storage,"[""Storage""]","Research Data Storage provides large-scale networked attached access to research data from a variety of endpoints: compute cluster, instrument workstations, laptops, etc. Various storage types are typically designed for specific I/O (literally data in/out) needs that stems from raw data collection, data processing and analysis, data transfer and sharing, data preservation and archiving. These storage types usually have different data retention and replication policies as well. 

IQSS offers 4 Tiers of storage to support a variety of needs.",Institute of Quantitative Social Science,help@iq.harvard.edu,IQSS,https://www.iq.harvard.edu/research-computing,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",Free
Research Data Storage,"[""Storage""]","Research Data Storage provides large-scale networked attached access to research data from a variety of endpoints: compute cluster, instrument workstations, laptops, etc. Various storage types are typically designed for specific I/O (literally data in/out) needs that stems from raw data collection, data processing and analysis, data transfer and sharing, data preservation and archiving. These storage types usually have different data retention and replication policies as well. 

HBSRC offers 3 Tiers of storage to support a variety of needs.",Harvard Business School Research Computing,research@hbs.edu,HBSRC,https://grid.rcs.hbs.org/,"[""HBS""]","[""Faculty; Staff; Graduate Students""]",TBD
Research Data Storage,"[""Storage""]","Research Data Storage provides large-scale networked attached access to research data from a variety of endpoints: compute cluster, instrument workstations, laptops, etc. Various storage types are typically designed for specific I/O (literally data in/out) needs that stems from raw data collection, data processing and analysis, data transfer and sharing, data preservation and archiving. These storage types usually have different data retention and replication policies as well. 

HMSRC offers 4 Tiers of storage to support a variety of needs.",Harvard Medical School Research Computing,Contact Jessica Pierce at rdmhelp@hms.harvard.edu,HMSRC,https://it.hms.harvard.edu/our-services/research-computing/services/research-data-management,"[""HMS; HSDM; HSPH""]","[""Faculty; Staff; Graduate Students""]",TBD
Research Software Support,"[""Research Data Management""]",RC can help obtain software you may require for your research or help you determine which packages are most appropriate for the types of analyses you want to do. These packages are purchased individually for each user and are charged to research accounts where applicable.,Faculty of Arts and Sciences Research Computing,Contact Raminder Singh at rchelp@rc.fas.harvard.edu,FASRC,https://www.rc.fas.harvard.edu/services/software/,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",TBD
Research Software Support,"[""Research Data Management""]","Licensed Software:  Anaconda Navigator and Shell (Python 2.7 and 3.6), Emacs, Gauss, Mathematica, Matlab, Octave, Python 2.7 and 3.3., R, RStudio, SAS, Shell, Stata-MP, Stata-SE, StatTransfer. 

Software Training: Go to the IQSS Data Science Services web page for information about software training.",Institute of Quantitative Social Science,Contact Mike Reekie at  help@iq.harvard.edu ,IQSS,https:/www.iq.harvard.edu/data-science-services,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",TBD
Research Software Support,"[""Research Data Management""]","RC can help obtain software you may require for your research or help you determine which packages are most appropriate for the types of analyses you want to do. These packages are purchased individually for each user and are charged to research accounts where applicable. As of April 2021, the O2 cluster has 150+ applications and tools for computational analysis.",Harvard Medical School Research Computing,Contact Amir Karger at rchelp@hms.harvard.edu,HMSRC,https://it.hms.harvard.edu/our-services/research-computing/services/research-applications-software/research-software,"[""HMS; HSDM; HSPH""]","[""Faculty; Staff; Graduate Students""]",TBD
Research Software Support,"[""Research Data Management""]",RC can help obtain software you may require for your research or help you determine which packages are most appropriate for the types of analyses you want to do. These packages are purchased individually for each user and are charged to research accounts where applicable.,Harvard Business School Research Computing,Contact Bob Freeman at research@hbs.edu,HBSRC,https://www.hbs.edu/research-computing-services/resources/compute-cluster/selectingsoftware.aspx,"[""HBS""]","[""Faculty; Staff; Graduate Students""]",None
Virtual Instances,"[""Processing; Analysis; Research Data Management""]","For users need the computational benefits of an entire “server” but do not have the funds for or need an entire physical server, Virtual Instances provide an avenue to utilize different operating systems and configurations than are typically used in the underlying physical infrastructure. They also enable users to own of an entire ""server"" without having to pay the cost of a full machine

FACRC offers four tiers of support for Virutal Instances depending on needs.",Faculty of Arts and Sciences Research Computing,rchelp@rc.fas.harvard.edu,FASRC,https://www.rc.fas.harvard.edu/,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",TBD
Virtual Instances,"[""Processing; Analysis; Research Data Management""]","For users need the computational benefits of an entire “server” but do not have the funds for or need an entire physical server, Virtual Instances provide an avenue to utilize different operating systems and configurations than are typically used in the underlying physical infrastructure. They also enable users to own of an entire ""server"" without having to pay the cost of a full machine

To request this HMSRC service, please email rchelp@hms.harvard.edu, please include details explaining what this system(s) we be used for and any requirements for additional software and access.  RC will follow-up to setup a call to gather system requirements.",Harvard Medical School Research Computing,rchelp@hms.harvard.edu,HMSRC,,"[""HMS; HSDM; HSPH""]","[""Faculty; Staff; Graduate Students""]",TBD
Data Use Agreement Processing,"[""Research Data Management""]","All DUAs shall be considered research-related agreements and must be reviewed and signed by the Office for Sponsored Programs (OSP) or the Longwood Area Offices for Research Administration in accordance with the DUA Policy, and Negotiation and Signing Authority for Agreements Related to Research.","HUIT- Administrative Technology Services, Research Administration and Compliance (DUA Application)",duahelp@harvard.edu,HUIT,https://osp.finance.harvard.edu/Negotiating-and-Signing-Authority-for-Agreements-Related-to-Research,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",Free
Data Use Agreement Processing,"[""Research Data Management""]","All DUAs shall be considered research-related agreements and must be reviewed and signed by the Office for Sponsored Programs (OSP) or the Longwood Area Offices for Research Administration in accordance with the DUA Policy, and Negotiation and Signing Authority for Agreements Related to Research.",Harvard Medical and Dental Schools: Office of Research Administration (HMS ORA),SPAContracts@hms.harvard.edu,"HMS, HSDM",https://researchadmin.hms.harvard.edu/,"[""HMS; HSDM""]","[""Faculty; Staff; Graduate Students""]",Free
Data Use Agreement Processing,"[""Research Data Management""]","All DUAs shall be considered research-related agreements and must be reviewed and signed by the Office for Sponsored Programs (OSP) or the Longwood Area Offices for Research Administration in accordance with the DUA Policy, and Negotiation and Signing Authority for Agreements Related to Research.",Harvard T.H. Chan School of Public Health: Office of Research Administration (SPH ORA),dua@hsph.harvard.edu,HSPH,https://hcsra.sph.harvard.edu/,"[""HSPH""]","[""Faculty; Staff; Graduate Students""]",Free
Harvard Enterprise Information Security Policy (HEISP),"[""DataSecurity""]","This is the university-wide data governance and information security policy set and managed by HUIT Information Security. Everyone at Harvard has a responsibility for proper handling and protection of Harvard confidential information and Harvard systems as set out in the Policy Statements. These policies apply to the entire Harvard community including faculty, staff, and students, and third parties acting on your behalf (vendors and other service providers).",HUIT Information Security,,HUIT,https://policy.security.harvard.edu/,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",Free
The Harvard Research Data Security Policy (HRDSP),"[""DataSecurity""]",The basic principle of this Policy is that more exacting security measures must be followed as the risk posed by a research project increases. The HRDSP is designed to apply in conjunction with the Harvard Enterprise Information Security Policy (HEISP) and reflects consistent requirements for the protection of Harvard confidential and sensitive research data.,OVPR,"Rachael Talentino, rachel_talentino@harvard.edu",OVPR,https://vpr.harvard.edu/2020/06/26/research-data-management/%23hrdsp,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",Free
Office of the Vice Provost for Research: Research Data Management,"[""Research Data Management""]","Collection of compliance information related to data management, especially for PII. Many Harvard faculty, staff and student members engage in research that involves the collection or use of identifiable, sensitive or private information. Federal law and Harvard policy provide specific guidance and requirements for protecting identifiable research information.",OVPR,"Rachael Talentino, rachel_talentino@harvard.edu",OVPR,https://vpr.harvard.edu/2020/06/26/research-data-management/,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",Free
General Data Protection Regulation Readiness,"[""DataSecurity""]","GDPR Implementation Coordinators from across the University are working to ensure that each School, program and administrative area reasonably complies with GDPR.",,,,https://gdpr.fad.harvard.edu/,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",Free
Legal And Regulatory Data Requirements,"[""DataSecurity""]","Guide for navigating different legal and regulator data requirements including: personal data, credit card data, FERPA, DMCA, GDPR, PCI DSS, and CMR 201.",HUIT Information Security,,,https://security.harvard.edu/legal-and-regulatory-data-requirements,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",Free
Software support,"[""Processing; Analysis; Research Data Management""]",Scientific Software for SEAS affiliates,SEAS Office of Computing,,,https://www.seas.harvard.edu/office-computing/software,"[""SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",Free
SEAS Office of Computing,"[""Processing; Analysis; Research Data Management""]","Innovation. Technology for teaching and learning. Cloud services. High performance computing. IT support. For faculty, students and staff. The Office of Computing provides information technology (IT) support and academic assistance to faculty and students in using computer resources to enhance the learning experience and to facilitate research. We also work with staff to provide a productive computing experience.",SEAS Office of Computing,ithelp@harvard.edu,SEAS Office of Computing,https://www.seas.harvard.edu/office-computing,"[""SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",Free
Advanced Statistics Lab,"[""Analysis""]",The IT Department is proud to provide the research community at HGSE access to the Advanced Statistics Lab.  The purpose of this lab is to offer graduate students access to specialized statistical software that is unavailable on public machines at HGSE.,HGSE IT,stathelp@gse.harvard.edu,HGSE IT,https://its.gse.harvard.edu/research/asl,"[""HGSE""]","[""Faculty; Staff; Graduate Students""]",Free
Consultation Services,"[""Analysis""]","The RSSS offers personal consultation to any member of the HGSE community currently engaged in research. Statistical Software Consultation: navigating or troubleshooting statistical software such as Stata, R, Mplus, and SPSS. Qualitative Software Consultation: navigating or troubleshooting qualitative data analysis software such as NVivo, and Atlas.ti. Research Methods Consultation: guidance on how to choose or employ research methods and strategies.",HGSE IT,stathelp@gse.harvard.edu,HGSE IT,https://its.gse.harvard.edu/research/consultation-services,"[""HGSE""]","[""Faculty; Staff; Graduate Students""]",Free
Data Sets,"[""Analysis""]",Collection of datasets specifically useful for education research,HGSE IT,stathelp@gse.harvard.edu,HGSE IT,https://its.gse.harvard.edu/research/data-sets,"[""HGSE""]","[""Faculty; Staff; Graduate Students""]",Free
Supported Research Software,"[""Processing; Analysis""]","General information resource and consultations on using specific research software including: Atlas.ti, Endnote, MATLAB, Mplus, NVivo, R, SAS, SPSS, Stata",HGSE IT,stathelp@gse.harvard.edu,HGSE IT,https://its.gse.harvard.edu/research-software-support,"[""HGSE""]","[""Faculty; Staff; Graduate Students""]",Free
Workshops,"[""Processing; Analysis""]","We offer workshops and tutorials to members of the HGSE community throughout the year for both quantitative and qualitative software. Workshops are scheduled at least one week in advance, and the schedule for openly accessible upcoming workshops can be found on the Workshop Schedules page.",HGSE IT,stathelp@gse.harvard.edu,HGSE IT,https://its.gse.harvard.edu/research/workshops,"[""HGSE""]","[""Faculty; Staff; Graduate Students""]",Free
Research Computing Environment at IQSS,"[""Processing; Analysis""]","HGSE students and faculty conducting research can apply for access to the Research Computing Environment (RCE), hosted by Harvard’s Institute for Quantitative Social Sciences (IQSS).  The RCE is a remote data storage and analysis platform designed to support social science research. It provides free, remote, persistent access to a powerful cluster of servers to use statistical software.",IQSS,support@help.hmdc.harvard.edu,IQSS,https://its.gse.harvard.edu/remote-computing-environment-iqss,"[""HGSE""]","[""Faculty; Staff; Graduate Students""]",Free
Strategic Data Project,"[""Acquisition; Analysis""]","Develop education data leaders, build analytic tools, sustain an inspring network around tools and resources to help school systems and education agencies better manage, analyze, and use data to significantly improve student achievement. Largely focused on external users, but may offer some support and collaboration opportunities for education researchers at Harvard",HGSE,sdp@gse.harvard.edu,Center for Education Policy Research,https://sdp.cepr.harvard.edu/,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",Free
